timestamp,user_id,processing_batch_id,transaction_amount,user_age_days,ip_risk_score,transaction_speed_seconds,product_category,payment_method,is_fraud
12:52.1,100395,2314,2.81,380,73.63,22.98,electronics,credit_card,0
06:38.9,102483,2268,262.87,77,58.13,21.4,digital_service,credit_card,0
04:36.4,101560,2285,294.15,350,37.46,24.66,electronics,debit_card,0
23:40.9,101509,2245,2203.13,71,87.34,3.25,digital_service,paypal,1
09:15.7,109758,2377,14.46,141,44.11,6.89,apparel,credit_card,0
32:30.5,109670,2158,94.35,20,96.11,5.85,digital_service,paypal,1
12:33.1,100960,2162,1306.69,44,82.29,7.68,subscription,paypal,1
16:06.6,104458,2200,859.95,23,88.24,4.68,travel,paypal,1
50:13.3,111551,2138,40.84,77,16.64,17.3,travel,debit_card,0
29:28.0,109805,2120,10.64,548,64.25,18.74,apparel,credit_card,0
31:11.0,100516,2276,68.22,347,81.37,11.24,apparel,paypal,0
39:39.8,101214,2385,175.2,624,25.82,10.3,apparel,credit_card,0
26:31.9,101950,2146,239.37,673,20.95,16.61,apparel,paypal,0
27:42.6,107054,2264,4.67,301,25.61,18.1,digital_service,paypal,0
45:59.2,101241,2237,11.17,797,56.26,23.91,subscription,credit_card,0
30:25.6,100297,2205,17.23,668,60.06,20.78,digital_service,credit_card,0
01:22.5,110609,2141,496.96,57,72.52,13.29,digital_service,paypal,1
16:54.8,109264,2195,8.21,48,10.98,20.49,digital_service,debit_card,0
37:09.3,105423,2204,204.81,21,98.28,11.38,travel,paypal,1
09:23.2,103514,2130,42.18,3,82.66,7.42,digital_service,paypal,1
46:15.0,108484,2267,38.74,11,43.11,15.19,subscription,debit_card,0
55:40.6,105484,2353,10.89,174,10.58,18.08,digital_service,credit_card,0
33:18.9,104521,2291,644.83,173,12.16,10.94,subscription,credit_card,0
56:05.2,110363,2390,126.75,796,49.26,12.96,electronics,credit_card,0
00:45.2,103145,2172,1306.47,64,87.92,12.61,digital_service,paypal,1
54:53.6,101711,2152,35.07,639,28.14,12.6,subscription,paypal,0
51:48.9,106491,2359,541.83,70,77.32,14.69,travel,paypal,1
53:51.3,103781,2226,604.86,441,76.73,9.91,digital_service,debit_card,0
18:20.8,106475,2205,20.3,963,28.8,14.19,digital_service,paypal,0
06:57.3,103365,2187,309.89,714,69.13,16.65,subscription,credit_card,0
00:43.6,108470,2371,4.09,592,79.58,15.1,digital_service,credit_card,0
04:54.8,102749,2310,10.27,475,50.71,13.21,subscription,credit_card,0
00:42.3,102901,2313,35.22,382,11.58,13.36,digital_service,credit_card,0
49:46.1,108094,2326,94.13,907,34.29,15.35,apparel,credit_card,0
48:51.6,101253,2397,10.77,451,10.92,18,electronics,credit_card,0
57:36.7,106122,2324,184.73,674,77.39,7.31,apparel,paypal,0
52:43.0,106428,2206,839.37,38,71.53,2.63,subscription,paypal,1
08:40.6,104695,2199,21.86,357,46.75,11.33,apparel,paypal,0
08:22.5,106287,2318,76.09,727,63.57,20.12,travel,credit_card,0
38:05.7,109898,2332,402.33,20,76.96,8.77,digital_service,credit_card,1
25:27.5,105690,2140,18.49,978,20.62,8.72,subscription,debit_card,0
53:38.0,104485,2229,91.08,200,32.84,15.7,electronics,credit_card,0
20:34.6,102727,2305,39.11,823,36.81,21.65,subscription,paypal,0
11:48.9,103534,2367,150.67,72,18.93,15.39,subscription,credit_card,0
24:45.4,104451,2157,4.64,111,64.95,24.27,electronics,paypal,0
04:38.5,105790,2220,17.56,395,23.91,7.57,subscription,paypal,0
00:09.5,104429,2178,430.32,542,11.88,22.36,subscription,debit_card,0
15:31.5,103453,2169,10.14,413,22.01,21.79,subscription,paypal,0
17:22.0,107693,2302,28.57,38,47.6,24.41,electronics,credit_card,0
56:05.0,103004,2285,419.4,28,71.49,5.09,digital_service,paypal,1
12:44.6,100239,2176,125.85,46,74.66,4.34,travel,paypal,1
28:54.8,105519,2173,416.2,19,92.87,2.44,subscription,paypal,1
30:54.8,102780,2235,52.16,715,52.09,12.17,apparel,debit_card,0
53:51.9,102504,2189,51.71,997,71.73,6.96,apparel,credit_card,0
12:36.8,110963,2371,66.56,481,54.82,12.25,subscription,credit_card,0
15:07.9,111671,2179,64.77,906,52.04,16.28,subscription,credit_card,0
28:32.0,110603,2108,232.49,28,98.32,14.23,digital_service,credit_card,1
10:23.0,106006,2309,15.35,674,41.68,23.64,apparel,credit_card,0
35:32.1,110561,2199,20.18,714,20.27,9.55,electronics,credit_card,0
32:08.1,103743,2290,148.13,13,87.77,9.37,subscription,debit_card,1
42:47.2,107957,2181,273.37,49,77.1,3.51,subscription,paypal,1
33:51.6,106082,2381,11.49,519,44.24,17.91,electronics,credit_card,0
27:49.4,104688,2346,21.37,142,54.07,10.45,digital_service,debit_card,0
41:44.7,101577,2273,701.05,73,88.18,5.37,digital_service,paypal,1
58:32.8,103535,2380,32.38,105,14.07,24.23,electronics,credit_card,0
41:13.4,101020,2205,58.93,474,48.76,15.66,apparel,credit_card,0
47:59.8,108633,2314,364.4,34,71.91,1.56,travel,credit_card,1
06:44.6,102928,2267,32.39,820,34.41,13.82,subscription,debit_card,0
04:25.0,107160,2143,1612.85,82,95.7,8.47,travel,paypal,1
34:49.1,101051,2350,266.17,16,95.86,5.46,digital_service,paypal,1
40:33.4,108704,2253,302.71,440,48.97,17.81,apparel,credit_card,0
03:31.7,101371,2397,3.46,651,35.15,12.6,digital_service,debit_card,0
13:05.4,102866,2173,54.48,618,78.54,23.28,apparel,paypal,0
04:11.5,106965,2345,17.66,671,52.88,24.03,digital_service,credit_card,0
00:37.6,100315,2187,201.21,342,32.71,17.92,travel,credit_card,0
53:44.8,104550,2236,357.21,36,91,1.28,travel,credit_card,1
08:10.1,107664,2246,2574.58,1,77.19,3.82,digital_service,debit_card,1
32:18.8,106089,2116,390.97,873,33.61,16.47,electronics,credit_card,0
44:38.5,107450,2199,85.86,130,24.89,21.81,electronics,paypal,0
45:52.7,102715,2383,36.64,75,77.5,23.39,apparel,paypal,0
20:10.0,111675,2104,3.25,877,56.59,18.76,apparel,credit_card,0
37:54.3,105242,2377,147.41,35,64.06,10.68,subscription,debit_card,0
27:44.5,111637,2107,323.78,537,20.37,10.34,subscription,credit_card,0
28:01.3,107569,2273,17.15,876,23.1,23.03,apparel,credit_card,0
43:30.2,105088,2203,485.43,347,42.07,15.83,subscription,paypal,0
16:05.3,107925,2187,62.27,497,33.32,23.49,electronics,credit_card,0
46:19.0,108616,2173,391.45,47,96.76,5.93,digital_service,paypal,1
34:37.9,109022,2209,8.75,889,28.85,5.59,apparel,paypal,0
15:45.2,101911,2172,29.07,239,63.49,12.54,subscription,credit_card,0
36:25.2,100002,2291,40.62,270,52.93,7.01,apparel,credit_card,0
31:47.4,110174,2345,40.61,29,34.59,19.47,electronics,credit_card,0
00:15.9,105957,2279,46.51,555,12.52,12.13,digital_service,credit_card,0
18:58.6,102385,2298,198.42,88,97.17,5.75,travel,credit_card,1
34:11.0,105644,2225,379.75,275,70.16,22.39,electronics,credit_card,0
41:12.6,101467,2146,321.72,31,88.07,11.69,digital_service,credit_card,1
15:25.9,108151,2114,35.89,523,28.72,19.33,travel,debit_card,0
05:42.0,106085,2146,710.51,745,21.3,7.94,digital_service,paypal,0
22:09.6,101123,2365,922.72,419,65.08,23.95,digital_service,credit_card,0
25:55.8,110809,2309,71.31,613,36.87,22.58,electronics,credit_card,0
49:59.6,111124,2251,293.48,83,70.26,5.94,travel,paypal,1
06:45.8,110372,2170,95.75,421,81.18,18.46,electronics,debit_card,0
34:49.9,100912,2386,260.86,32,80.72,11.08,travel,paypal,1
59:09.2,111194,2201,535.84,79,72.89,6.49,travel,credit_card,1
36:29.6,105636,2314,6.25,836,18.46,11.37,apparel,credit_card,0
56:18.8,103853,2266,148.21,37,90.26,7.46,subscription,credit_card,1
00:00.8,102874,2213,15.95,504,55.7,22.02,apparel,debit_card,0
18:20.1,107496,2389,869.63,46,86.76,12.71,travel,credit_card,1
28:16.7,109807,2341,20.91,618,69.19,12.88,digital_service,debit_card,0
49:35.0,101164,2248,2354.69,790,63.69,24.19,subscription,debit_card,0
36:43.5,102055,2119,974.63,688,38.19,5.7,apparel,paypal,0
01:13.5,105781,2362,50.34,49,87.11,7.89,digital_service,paypal,1
19:21.2,101173,2284,1006.17,47,93.77,5.56,subscription,credit_card,1
11:08.2,102757,2103,36.86,278,12.88,8.58,apparel,debit_card,0
31:32.8,107010,2130,663.89,9,73.34,5.03,digital_service,credit_card,1
49:59.0,105884,2321,21.28,277,26.3,8.84,subscription,credit_card,0
57:02.4,104680,2358,122.22,863,30.86,21.51,subscription,credit_card,0
17:34.5,103084,2308,40.93,32,83.99,4.62,travel,paypal,1
59:31.3,100404,2224,1009.37,891,32.84,5.42,apparel,credit_card,0
29:22.5,103291,2320,773.33,29,72.12,13.2,travel,paypal,1
26:56.9,101764,2131,6.32,582,65.19,15.38,digital_service,debit_card,0
51:13.8,111570,2337,99.7,175,51.99,22.21,digital_service,paypal,0
55:04.3,105413,2395,129.69,1,76.73,12.47,travel,paypal,1
30:52.6,100823,2347,6.24,933,37.33,10.77,apparel,paypal,0
32:10.2,101310,2185,28.08,829,53.88,21.47,digital_service,credit_card,0
46:15.7,110831,2260,223.03,34,79.16,5.7,digital_service,credit_card,1
20:11.7,107222,2239,289.04,738,60.83,10.92,travel,credit_card,0
58:08.1,109849,2323,24.32,473,43.55,21.92,digital_service,credit_card,0
25:27.2,100076,2249,1322.27,54,86.52,2.42,subscription,paypal,1
44:49.7,111396,2268,175.99,58,94.16,14.87,electronics,paypal,1
35:04.6,107484,2261,605.33,777,69.94,10.19,electronics,credit_card,0
42:49.8,105076,2262,1.33,968,33.3,17.51,digital_service,credit_card,0
25:32.5,111235,2169,217.4,655,54.52,20.76,apparel,paypal,0
30:38.9,110010,2338,2768.45,746,65.86,19.8,apparel,credit_card,0
02:43.5,109461,2335,90.86,656,54.18,5.44,subscription,debit_card,0
55:38.5,108869,2151,322.04,47,79.35,5.01,digital_service,paypal,1
08:59.7,110715,2131,259.08,42,71.97,7.06,travel,paypal,1
30:40.6,105536,2269,61.21,391,84.82,11.58,apparel,credit_card,0
39:18.1,100500,2396,5.61,12,46.5,21.17,apparel,credit_card,0
52:50.8,107882,2113,1848.76,81,96.21,9.11,subscription,paypal,1
14:30.7,102560,2295,42.55,27,76.91,8.9,apparel,paypal,0
14:15.6,102369,2308,6.03,145,70.7,11.9,digital_service,credit_card,0
46:29.4,109789,2147,825.53,22,89.28,14.33,digital_service,paypal,1
17:18.2,107241,2103,383.95,951,15.88,5.06,subscription,debit_card,0
31:17.5,103636,2233,53.93,354,28.94,18.72,electronics,credit_card,0
02:52.6,101000,2151,20.51,21,26.66,18.69,apparel,paypal,0
07:27.7,107939,2315,470.71,72,85.72,2.27,travel,paypal,1
59:57.4,101462,2102,741.53,31,45.23,19.33,digital_service,paypal,0
58:31.0,102897,2292,2.39,450,63.85,14.49,subscription,paypal,0
08:46.1,107306,2325,167.39,80,71.86,5.82,apparel,credit_card,0
57:39.5,101692,2326,67.3,310,67.07,22.6,apparel,debit_card,0
31:08.8,108841,2327,12.49,1,69.55,11.38,apparel,paypal,0
46:00.8,108941,2333,5.41,542,83.69,20.49,digital_service,credit_card,0
20:31.0,106395,2319,707.31,112,36.19,8.17,subscription,credit_card,0
31:49.8,103180,2362,127.19,864,61.89,6.22,apparel,credit_card,0
49:06.2,106048,2113,1019.03,37,91.8,11.24,digital_service,paypal,1
04:47.2,104286,2281,106.99,379,11,10.7,electronics,credit_card,0
33:46.5,104608,2197,307.12,83,86.71,6.57,travel,credit_card,1
44:01.6,110057,2119,50.25,573,67.8,6.24,subscription,debit_card,0
25:45.3,104575,2395,22.78,384,60.89,24.19,subscription,paypal,0
16:07.6,109383,2313,15.27,310,16.07,8.37,electronics,credit_card,0
37:39.3,105982,2336,160.05,327,17.5,16.38,travel,paypal,0
25:25.9,108142,2276,474,232,48.02,23.93,digital_service,debit_card,0
47:01.6,106300,2128,238.48,82,92.56,8.08,travel,credit_card,1
34:36.4,109012,2235,800.55,580,64.78,11.79,electronics,debit_card,0
15:47.0,100434,2183,219.01,59,93.21,3.31,travel,paypal,1
08:50.1,105391,2118,35.51,472,33.22,20.49,digital_service,debit_card,0
25:29.9,103768,2351,25.29,344,59,9.98,travel,credit_card,0
50:37.8,109245,2358,22.42,273,73.86,18.34,electronics,credit_card,0
56:32.8,101695,2209,266.15,229,61.53,9.48,travel,credit_card,0
38:14.8,102989,2361,26.44,323,13.37,22.16,electronics,credit_card,0
27:51.3,103630,2326,57.02,137,61.65,16.91,digital_service,credit_card,0
56:26.2,111421,2223,263.98,235,69.52,20.04,digital_service,credit_card,0
19:00.6,106401,2111,22.94,243,68.13,9.78,subscription,credit_card,0
30:31.0,105969,2221,85.16,499,43.22,24.05,electronics,credit_card,0
18:13.9,100084,2375,844.6,54,77.63,2,digital_service,paypal,1
44:40.4,108034,2321,215.93,22,91.7,14.76,digital_service,paypal,1
38:59.6,100950,2395,863.57,8,83.83,13.88,subscription,debit_card,1
06:13.7,101796,2351,5.08,710,58.91,7.64,electronics,credit_card,0
23:44.2,107363,2254,405.85,95,15.23,16.41,apparel,credit_card,0
34:57.0,102828,2135,734.41,65,72.31,11.53,digital_service,paypal,1
19:38.4,109190,2232,765.93,818,28.45,8.24,travel,credit_card,0
46:53.8,103759,2152,12.42,697,74.69,7.38,subscription,credit_card,0
47:52.6,106329,2160,10.82,951,26.42,14.52,electronics,credit_card,0
24:51.2,106522,2389,24.27,304,25.98,10.2,digital_service,paypal,0
06:39.7,103927,2208,701.02,16,73.2,7.69,digital_service,paypal,1
11:13.2,110461,2218,1945.56,43,82.75,10.12,subscription,credit_card,1
21:52.5,101744,2366,102.41,905,13.17,21.24,digital_service,credit_card,0
39:40.4,105556,2102,8.56,853,66.17,15.44,apparel,credit_card,0
51:21.7,104081,2101,28.71,1,83.7,18.3,apparel,credit_card,0
56:18.9,101663,2349,55.68,74,94.86,6.5,travel,paypal,1
26:44.4,110096,2386,194,105,52.36,7.37,apparel,debit_card,0
10:18.7,103005,2260,647.61,55,95.06,14.63,travel,paypal,1
33:16.6,107492,2278,148.83,266,11.82,23.84,apparel,debit_card,0
18:33.7,107702,2380,571.43,318,45.77,11.03,subscription,credit_card,0
06:10.2,102646,2340,754.93,438,69.15,7.55,subscription,credit_card,0
35:41.8,108320,2124,7.19,119,71.89,21.14,apparel,credit_card,0
49:08.1,100379,2257,24.49,120,20.33,6.4,subscription,paypal,0
53:51.6,105801,2175,20.09,70,17.32,16.73,travel,credit_card,0
42:13.4,105294,2348,201.61,477,31.46,7.29,apparel,credit_card,0
42:41.3,106904,2349,110.16,715,26.02,18.44,apparel,debit_card,0
12:33.4,107212,2358,151.85,217,27.67,16.63,electronics,debit_card,0
49:05.9,110029,2395,42.69,438,25.36,11.56,subscription,credit_card,0
31:52.0,111143,2129,2.16,379,68.77,18.15,subscription,credit_card,0
25:54.9,102942,2352,23.92,709,68.25,17.35,subscription,debit_card,0
26:53.9,105429,2161,11.47,513,73.2,20.65,apparel,credit_card,0
31:28.8,107347,2194,223.92,401,28.16,13.1,apparel,paypal,0
54:44.9,103550,2336,54.09,72,49.94,10.55,electronics,paypal,0
41:46.6,111854,2105,23.66,314,38.77,23.33,electronics,debit_card,0
28:25.9,110542,2260,34.74,885,57.97,19.99,apparel,credit_card,0
49:39.0,110878,2238,228.35,435,12.85,22,subscription,credit_card,0
44:32.7,104714,2372,37.91,432,26.98,6.01,electronics,debit_card,0
28:41.1,101584,2306,134.47,44,74.17,8.15,digital_service,paypal,1
08:20.1,109471,2291,32.2,58,95.38,9.3,digital_service,credit_card,1
35:49.3,101833,2229,77,653,21.08,24.43,subscription,debit_card,0
14:09.6,108898,2366,174.56,87,72.84,4.69,travel,credit_card,1
26:18.4,111171,2109,736.94,787,33.68,18.26,electronics,debit_card,0
23:25.1,108756,2201,49.29,47,59.49,6.99,electronics,credit_card,0
32:20.5,105355,2170,69.53,454,82.28,19.03,electronics,debit_card,0
06:36.2,101749,2227,48.29,46,45.82,23.4,electronics,credit_card,0
36:18.9,108512,2155,11.82,277,72.83,11.14,apparel,credit_card,0
24:37.4,106855,2388,753.55,47,83.49,4.27,travel,credit_card,1
36:14.9,103474,2164,183.56,558,60.34,8.44,apparel,debit_card,0
01:12.9,102287,2111,836.12,25,95.63,13.04,travel,credit_card,1
05:30.9,109566,2111,5.35,783,32.29,23.78,apparel,credit_card,0
51:25.5,107919,2320,170.86,154,46.44,13.61,digital_service,debit_card,0
03:39.3,101850,2179,65.4,38,77.89,3.2,apparel,paypal,1
20:45.6,106529,2223,110.12,17,14.5,7.61,digital_service,credit_card,0
26:31.4,104282,2328,327.9,912,76.4,10.2,apparel,credit_card,0
04:24.3,108877,2241,99.24,529,28.19,12.31,electronics,credit_card,0
37:38.5,101752,2310,25.68,228,13.32,23.01,digital_service,credit_card,0
28:49.7,111597,2140,4.91,631,34.32,11.61,digital_service,credit_card,0
58:09.3,107816,2364,13.43,363,17.07,7.03,electronics,credit_card,0
11:23.6,105634,2188,20.24,75,76.75,10.27,travel,credit_card,1
22:19.9,110869,2109,594.12,444,78.43,11.05,digital_service,paypal,0
52:08.6,105946,2307,99.85,28,75.01,9.41,subscription,credit_card,1
25:47.7,103913,2377,872.3,13,71.1,5.25,digital_service,paypal,1
01:54.6,101309,2374,8.13,651,12.2,22.9,subscription,paypal,0
08:05.8,110045,2309,248.77,580,28.31,11.34,digital_service,credit_card,0
10:58.4,105784,2393,1585.8,12,86.27,8.41,travel,paypal,1
08:13.3,106353,2126,23.32,186,54.09,5.76,electronics,credit_card,0
26:13.3,103146,2324,17.04,367,66.89,5.36,electronics,credit_card,0
32:53.2,100789,2184,69.93,426,48.22,20.03,subscription,credit_card,0
10:09.1,101353,2206,36.83,406,48.22,23.69,subscription,paypal,0
26:01.8,105219,2358,361.73,43,93.96,13.48,digital_service,paypal,1
16:18.8,106309,2394,308.72,30,99.08,8.23,travel,credit_card,1
57:13.3,106093,2258,4.1,401,32.48,8.07,electronics,credit_card,0
37:20.4,111580,2155,132.71,39,88.61,10.55,subscription,paypal,1
05:08.7,102984,2141,58.31,142,16.5,20.1,electronics,credit_card,0
33:14.0,102823,2276,16.99,536,66.32,10.86,apparel,credit_card,0
57:28.4,105883,2170,22.62,548,68.65,22.34,electronics,credit_card,0
05:06.4,103647,2387,13.48,177,36.31,9.15,apparel,debit_card,0
10:48.9,103479,2253,54.09,546,54.5,12.62,electronics,credit_card,0
26:47.4,108361,2118,295.79,21,86.52,12.46,subscription,credit_card,1
44:01.2,111102,2208,7.48,375,25.63,23.93,subscription,debit_card,0
30:46.1,111876,2304,139.68,31,92.18,7.59,electronics,credit_card,1
35:40.8,104151,2259,31,35,81.31,20.28,digital_service,paypal,0
36:31.5,102261,2281,362.71,85,73.2,14.04,digital_service,credit_card,1
48:13.3,103937,2332,516.19,298,10.24,18.03,digital_service,paypal,0
56:50.7,110111,2343,6.83,705,19.91,5.68,apparel,credit_card,0
53:59.3,105942,2214,37.1,163,70.03,9.11,apparel,credit_card,0
47:12.5,103697,2335,437.62,203,58.23,18.85,apparel,credit_card,0
27:48.5,110219,2157,202.28,441,22.5,5.25,subscription,debit_card,0
44:17.7,104421,2386,195.25,272,40.01,13.54,apparel,paypal,0
51:46.5,106668,2304,412.1,33,86.98,9.6,travel,paypal,1
31:10.3,108537,2139,323.89,65,95.51,12.61,subscription,credit_card,1
35:01.3,110848,2295,328.21,51,89.9,6.8,electronics,credit_card,1
04:12.2,101185,2344,285.73,11,64.58,16.53,digital_service,credit_card,0
57:32.8,101630,2154,47.68,971,65.75,5.76,electronics,credit_card,0
21:13.9,107743,2163,85.69,379,56.6,10.59,digital_service,debit_card,0
38:08.0,101909,2174,156,706,75.95,16.92,travel,credit_card,0
06:38.2,109339,2187,28.04,106,66.95,17.79,subscription,credit_card,0
05:13.5,104302,2114,146.84,77,75.55,14.95,electronics,debit_card,1
18:40.3,111331,2326,213.06,317,22.86,6.38,travel,credit_card,0
15:20.2,109457,2359,36.97,301,66.43,6.81,apparel,debit_card,0
11:01.0,104348,2170,54.34,892,29.47,8.94,electronics,credit_card,0
53:32.1,106138,2204,87.51,65,95.59,8.2,subscription,credit_card,1
24:39.7,107575,2365,81.47,281,70.6,22.34,apparel,debit_card,0
47:08.0,106280,2107,3265.39,25,96.63,7.35,travel,credit_card,1
50:47.6,109791,2354,278.88,34,71.24,9.51,travel,debit_card,1
30:52.2,109770,2348,244.32,56,83.95,8.72,digital_service,credit_card,1
54:06.5,109045,2287,61.02,12,29.73,21.63,electronics,credit_card,0
31:33.1,109640,2289,45.23,631,32.26,17.44,subscription,paypal,0
56:47.5,111438,2329,315.77,709,10.57,19.8,subscription,credit_card,0
39:54.7,109228,2216,31.84,449,73.71,15.36,apparel,credit_card,0
21:52.2,111585,2292,180.12,791,57.23,14.8,subscription,debit_card,0
43:55.6,100485,2373,180.92,708,17.14,24.82,subscription,credit_card,0
50:42.7,104433,2119,172.37,121,55.76,6.29,subscription,paypal,0
31:01.8,100293,2249,7.49,884,15.41,19.77,travel,credit_card,0
56:59.0,103343,2203,3.88,70,12.47,21.36,apparel,paypal,0
14:02.7,102091,2230,2000.51,29,94.37,1.76,subscription,paypal,1
35:44.4,108536,2309,150.69,403,63.7,12.86,subscription,credit_card,0
30:10.7,105910,2304,18.58,521,51.49,17.1,digital_service,credit_card,0
00:34.6,106902,2172,124.25,799,76.75,5.53,subscription,credit_card,0
00:36.0,109116,2137,204.84,825,72.44,24.91,electronics,credit_card,0
15:13.8,101089,2159,51.77,231,61.2,5.26,travel,credit_card,0
27:53.1,108253,2138,37.9,20,14.44,19.62,subscription,credit_card,0
55:51.4,101720,2255,148.1,22,95.99,4.51,travel,paypal,1
23:19.1,105266,2372,22.45,300,50.22,8.31,electronics,paypal,0
08:14.7,108110,2233,190.58,151,25.62,6.89,electronics,debit_card,0
56:31.0,111297,2340,3.01,20,73.39,20.65,electronics,debit_card,0
01:53.7,100739,2350,131.46,50,71.74,6.47,travel,paypal,1
04:50.9,103503,2202,52.47,39,68.13,6.82,apparel,paypal,0
11:53.3,109382,2198,16.7,401,14.89,5.1,digital_service,credit_card,0
04:52.4,101834,2264,16.52,336,80.12,17.22,electronics,credit_card,0
37:20.3,103490,2193,120.94,453,46.87,22.8,electronics,paypal,0
24:40.3,108903,2377,620.84,153,10.14,5.48,digital_service,credit_card,0
10:59.2,100646,2396,100.42,326,68.03,11.64,electronics,credit_card,0
18:46.8,108724,2112,373.24,43,74.96,11.73,travel,paypal,1
03:28.2,110329,2398,573.59,37,93.91,5.17,subscription,paypal,1
09:39.7,106181,2105,14.39,84,31.87,10.57,apparel,paypal,0
00:16.0,105028,2342,93.66,207,36.19,24.71,digital_service,debit_card,0
04:39.6,104628,2323,251.04,905,80.68,6.78,subscription,paypal,0
39:41.4,109101,2226,288.77,838,17.73,18.61,apparel,debit_card,0
47:05.8,103306,2227,19.17,296,32.94,12.11,electronics,credit_card,0
32:09.4,111198,2117,32,246,36.47,13.87,subscription,debit_card,0
00:10.1,100890,2351,31.3,978,10.77,21.64,electronics,credit_card,0
22:30.7,109952,2234,379.1,9,75.54,10.43,digital_service,debit_card,1
57:14.4,100788,2249,120.72,13,12.45,22.14,travel,credit_card,0
12:32.4,111724,2115,1223.98,12,87.71,1.38,travel,paypal,1
28:00.1,102675,2214,46.02,816,25.55,9.05,digital_service,paypal,0
10:11.4,105333,2350,314.76,941,16.02,18.6,digital_service,paypal,0
30:01.9,106433,2394,72.8,984,20.12,20.54,electronics,debit_card,0
43:22.6,103577,2304,19.63,695,38.03,22.7,electronics,paypal,0
09:17.8,104644,2117,50.08,88,57.47,10.24,subscription,paypal,0
28:55.7,107542,2101,79.4,626,42.05,22.92,travel,credit_card,0
39:16.7,101933,2233,43.22,994,44.12,14.39,travel,credit_card,0
07:21.9,100268,2282,260.84,72,81.51,2.13,travel,paypal,1
44:05.9,108345,2167,1033.98,77,89.29,10.48,apparel,paypal,1
35:35.8,109283,2120,755.32,71,96.38,12.69,travel,credit_card,1
08:06.4,111483,2116,38.81,855,45.99,24.57,electronics,credit_card,0
20:44.9,100664,2333,79.82,636,64.1,24.36,apparel,debit_card,0
00:19.1,102609,2126,193.72,431,48.7,24.05,subscription,paypal,0
43:23.2,111293,2202,259.78,32,81.56,3.4,subscription,paypal,1
38:14.8,106435,2166,211.69,18,71.66,6.13,digital_service,paypal,1
46:27.4,110091,2170,490.47,84,73.21,3.47,travel,paypal,1
10:18.4,102981,2216,320.8,399,82.06,17.52,apparel,credit_card,0
20:05.5,102979,2150,522.34,802,71.32,16.01,subscription,paypal,0
26:33.9,105600,2381,161.53,28,74.09,15.57,travel,credit_card,0
57:10.6,111340,2267,708.97,65,10.17,7.6,electronics,credit_card,0
06:20.7,105387,2225,506.98,968,18.36,7.36,apparel,credit_card,0
39:27.9,101006,2290,18.85,949,37.22,21.86,subscription,debit_card,0
15:09.2,109391,2199,68.74,38,23.74,15.4,subscription,credit_card,0
40:44.1,110990,2249,46.19,761,41.57,5.73,electronics,paypal,0
15:28.7,107229,2337,17.02,878,24.17,10.45,digital_service,debit_card,0
04:55.7,104336,2320,116.69,446,71.33,19.88,electronics,paypal,0
53:20.4,106631,2278,67.81,608,49.47,11.55,subscription,credit_card,0
14:43.3,105390,2238,475.62,948,62.04,10.82,electronics,credit_card,0
34:17.8,100120,2170,13.42,229,47.36,24.28,electronics,credit_card,0
34:08.1,101817,2396,107.18,274,12.5,14.04,apparel,credit_card,0
07:07.4,111569,2328,30.02,708,84.44,11.35,apparel,paypal,0
16:44.3,108257,2207,26.38,372,63.75,14.46,electronics,credit_card,0
15:29.5,107156,2350,12.88,247,58.65,6.68,subscription,paypal,0
47:14.0,108848,2270,672.57,48,80.91,14.43,travel,paypal,1
13:33.7,110533,2193,29.81,293,10.9,23.76,subscription,credit_card,0
07:27.7,110847,2134,4.5,627,80.02,5.2,subscription,credit_card,0
20:17.0,110324,2399,31.47,77,16.05,11.51,digital_service,credit_card,0
24:26.2,100291,2219,54.97,916,46.92,8.62,electronics,debit_card,0
52:18.8,102676,2296,22.21,920,11.61,13.35,subscription,credit_card,0
45:01.0,111282,2321,88.67,85,19.03,15.11,digital_service,debit_card,0
34:14.7,102097,2371,27.56,73,15.04,24.45,subscription,debit_card,0
30:33.8,108366,2234,67.78,300,71.44,16.37,apparel,credit_card,0
31:23.9,104145,2321,2830.99,933,40.62,21.8,subscription,credit_card,0
40:21.3,105712,2132,11.85,427,37.87,23.24,subscription,credit_card,0
53:16.3,103236,2313,119.17,326,42.86,14.34,subscription,debit_card,0
45:02.2,102801,2257,679.67,47,72.06,14.47,digital_service,credit_card,1
52:04.5,107240,2300,1096.18,9,99.28,9.4,travel,paypal,1
10:57.0,104548,2242,483.94,87,98.85,10.27,digital_service,paypal,1
38:07.0,107639,2146,41.33,658,57.57,22.69,digital_service,paypal,0
18:05.9,111165,2342,29.52,975,69.5,8.1,digital_service,credit_card,0
30:02.8,111189,2307,302.8,48,75.18,1.65,subscription,credit_card,1
08:36.1,107250,2100,225.49,770,69.65,24.08,electronics,credit_card,0
33:02.8,106267,2122,8.55,892,10.43,9.62,digital_service,credit_card,0
30:19.1,102812,2296,397.7,86,80.72,9.11,travel,paypal,1
44:54.3,109843,2113,135.28,361,74.49,7.27,apparel,debit_card,0
59:47.4,100448,2107,112.15,894,17.69,17.98,digital_service,debit_card,0
57:59.2,103486,2196,9.86,131,29.04,10.77,subscription,paypal,0
20:37.4,104946,2357,463.77,270,42.12,16.78,electronics,paypal,0
05:37.6,100022,2337,356.89,670,79.93,17.1,digital_service,debit_card,0
41:16.6,101276,2244,375.5,378,17.3,18.7,subscription,debit_card,0
